DistrictCode,StateName,DistrictName,Population,Male,Female,Literate,LiterateMale,LiterateFemale,Worker,WorkerMale,WorkerFemale,MainWorker,MarginWorker,NonWorker,CultivatorWorker,AgriculturalWorker,HouseholdWorker,OtherWorkers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,OthersReligion,ReligionNotStated,LPGoPNGHousehold,HousholdsWithElectricLighting,HouseholdsWithInternet,HouseholdsWithComputer,Household,RuralHousehold,UrbanHousehold,BelowPrimaryEducation,PrimaryEducation,MiddleEducation,SecondaryEducation,HigherEducation,GraduateEducation,OtherEducation,Literate,Illiterate,AgeGroup0_29,AgeGroup30_49,AgeGroup_50,AgeNotStated,HouseholdWithBicycle,HouseholdWith4Wheeler,HouseholdWith2Wheeler,OwnedHousehold,RentedHousehold
230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,1210094,657991,552103,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,3626564,1382654,815638,13609,430595,49821,176114,829728,104162
231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,511927,434559,77368,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,1722387,613072,387389,5559,206776,7391,43689,401256,9625
232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,334657,299252,35405,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1074754,375372,253998,2228,137996,5341,26325,254972,4718
233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,511163,375959,135204,284646,226517,1115221,125070,268597,24880,92616,1456229,155283,1407,296,7707,129,1534,3799,12540,52899,2100,17223,340442,325143,15299,318859,294927,210899,147315,86815,70169,9576,1138560,551317,1039302,353413,226808,6861,111045,6503,22998,239653,3017
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,608061,512383,95678,535187,548971,399053,333053,194928,161555,16006,2188753,876443,1875174,673742,407193,3809,224824,10819,49892,433720,15995
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,477297,428291,49006,559512,482199,302662,253142,136783,91371,8329,1833998,784131,1626969,564571,340948,7585,195301,7145,32335,377134,6754
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,807571,696289,111282,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,2810026,936630,537333,107429,294227,11827,59202,665673,18754
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,424874,379551,45323,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,1440781,485628,288805,3932,75606,3991,15948,336216,7706
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,356760,325909,30851,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1135919,392052,227016,5418,113424,4842,18411,300265,5351
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,214792,186660,28132,211761,165906,117558,112966,68748,45519,3539,725997,495877,714244,254582,155106,1381,69637,2522,13682,176076,4205
240,BIHAR,Arwal,700843,363497,337346,386351,235279,151072,236354,167991,68363,161277,75077,464489,49127,144698,6758,35771,634099,64259,390,59,323,74,60,1579,4176,2203,413,6378,144294,134334,9960,123288,118311,80704,81975,48822,27945,1435,482480,290095,444448,156031,98550,1814,55439,1386,7667,116189,943
241,SIKKIM,North  District,43709,24730,18979,30450,18579,11871,23359,15935,7424,17216,6143,20350,7313,2262,332,13452,14883,815,2660,816,23318,35,921,261,2343,7826,116,590,13609,11543,2066,6030,8276,6181,3223,1993,1406,273,27382,7673,27099,11674,4887,49,62,638,239,5566,2501
242,SIKKIM,West District,136435,70238,66197,93432,51988,41444,70348,40772,29576,51225,19123,66087,40797,8053,1403,20095,75286,965,13002,40,36390,20,10477,255,5337,25272,286,1956,33977,32091,1886,30518,30827,19973,10005,6439,4831,527,103120,28227,84209,32520,19400,306,131,1379,641,23013,3943
243,SIKKIM,South District,146850,76670,70180,106741,59357,47384,74753,45300,29453,50898,23855,72097,37802,4188,1004,31759,84583,1889,21462,151,35053,45,3176,491,10021,27587,591,2626,39298,31135,8163,24507,32427,22340,12415,7260,5766,488,105203,24395,87982,37318,20982,568,208,2026,759,21582,7532
244,SIKKIM,East District,283583,151432,132151,214329,121345,92984,139678,92351,47327,111058,28620,143905,31489,11483,2404,94302,177910,6198,23398,861,72455,214,1726,821,35170,57893,3291,9662,82138,40626,41512,33578,53789,45602,29215,19258,20904,2682,205028,38142,165520,80354,37456,253,734,6556,1991,32458,25168
245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67,3794,8635,96,494,13182,10730,2452,4904,4730,4029,2140,1989,1379,667,19838,19203,30709,13849,5399,20,105,895,205,6820,2134
246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204,7133,14188,202,887,24195,17889,6306,8836,10317,8428,5633,3987,2693,299,40193,25606,53026,22362,8493,66,348,1299,1045,9390,5787
247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190,3583,5318,57,885,19718,14503,5215,11713,10487,8852,6213,4510,2330,142,44247,31763,53752,17922,6960,56,755,577,1382,12051,2014
248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198,22966,30539,2477,7418,50488,20308,30180,15368,21956,21376,20007,17342,13840,926,110815,30360,120592,43812,11856,313,3898,6454,8668,15037,12769
249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889,3123,5373,139,750,19214,14542,4672,10219,16118,15339,10348,8017,4276,473,64790,28364,56054,20055,7230,109,782,569,1435,13420,1635
250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264,6115,14204,303,1300,30775,22272,8503,14227,17675,15908,11441,8418,6030,521,74220,27956,70415,28305,13469,85,2129,1964,4023,14876,4678
251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549,4866,14231,450,1582,29021,19497,9524,9938,13713,13968,10937,9498,6540,525,65119,21543,61993,25334,11802,85,6380,2072,4568,11640,5518
252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427,1504,6198,97,392,10751,8569,2182,3952,5584,4915,2935,2211,1349,46,20992,11209,21090,8910,5252,68,136,430,1031,5393,1047
253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132,4762,14593,170,1486,39920,33422,6498,20425,22537,17354,10032,5641,3633,834,80456,57290,96630,35018,16414,164,13306,1102,2450,20141,5793
254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622,3104,16026,98,888,24920,18420,6500,13585,16989,12077,7834,4305,2134,182,57106,50628,71785,25669,14423,98,963,679,1369,15861,2575
255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277,4211,12493,381,1598,23477,18112,5365,8492,10821,11661,9861,7674,5230,295,54034,17273,55258,20305,7412,55,1063,2002,2973,11259,3062
256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154,586,3911,95,969,19695,18603,1092,12661,15054,12264,6997,4353,2031,299,53659,42621,64379,20713,6836,148,189,605,884,15458,410
257,ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,2614,1822,3555,2228,1327,2525,1030,4449,1290,106,68,2091,3141,111,223,7,126,2,4267,127,605,1074,17,133,3230,2055,1175,696,1258,1060,809,656,356,91,4926,2185,5113,2088,786,17,46,96,283,1308,414
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328,3068,5932,207,742,15950,12000,3950,5875,7957,7351,5508,3570,2795,85,33141,14406,35140,13254,5652,34,4410,703,2128,5317,3805
259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133,6549,17157,312,1471,44971,33599,11372,19306,25179,20643,13070,7612,5180,584,91574,52421,94890,35493,15195,148,16426,1203,3884,17340,7188
260,ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,6523,3467,10501,6224,4277,9264,1237,10666,6316,181,84,3920,13088,655,271,273,644,12,6137,87,476,1949,27,252,6453,6025,428,2879,2946,2170,1167,793,502,98,10555,8723,13913,4755,2456,43,51,79,363,3294,372
261,NAGALAND,Mon,250260,131753,118507,119626,67432,52194,147654,79425,68229,104981,42673,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,565,1080,14398,178,2844,51022,43607,7415,37431,46055,30500,7628,3565,1772,107,127058,130529,168773,53600,27437,450,2148,1007,1571,36498,3623
262,NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,100067,57084,42983,81046,19021,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,286,7236,40154,537,2728,55278,37536,17742,20259,43483,54035,27425,13077,10299,870,169448,22555,111243,52853,30363,163,2132,3805,5184,31404,8870
263,NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,79466,41178,38288,49382,30084,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,2,77,1433,28846,261,2008,37311,31267,6044,16523,30889,35113,17282,8821,5560,1107,115295,25988,91709,32267,16730,51,713,2258,1033,25713,3712
264,NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,78412,42096,36316,63512,14900,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,79,3228,25268,198,1757,46669,38499,8170,15865,37024,41627,18746,10223,8030,401,131916,25048,106951,40510,18811,71,2907,1592,1713,28312,3203
265,NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,151350,99645,51705,122358,28992,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,319,42378,71413,3303,12077,111969,49116,62853,34539,61815,80076,44343,26712,27532,2939,277956,58926,243392,98601,36618,200,18820,10008,10821,36263,33254
266,NAGALAND,Phek,163418,83743,79675,105893,57926,47967,80277,41556,38721,63645,16632,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,198,85,2073,36182,170,1558,46198,38903,7295,22494,32722,30434,12785,7268,5926,481,112110,44456,108514,37842,16969,93,549,1780,838,30943,4878
267,NAGALAND,Tuensang,196596,101933,94663,117511,63653,53858,98154,52931,45223,73518,24636,98442,75212,3913,1104,17925,2979,1052,191864,27,572,5,1,96,773,24998,155,2251,50141,40690,9451,29602,40900,33514,15013,6008,2760,116,127913,66450,134573,43210,18762,51,355,1063,738,33861,4402
268,NAGALAND,Longleng,50484,26502,23982,29859,16139,13720,30568,16273,14295,20944,9624,19916,22501,1309,598,6160,873,635,48849,5,77,0,0,45,186,6416,37,635,15137,12686,2451,7986,11884,8672,3458,1695,595,15,34305,18230,33970,11210,5271,33,253,303,369,10620,855
269,NAGALAND,Kiphire,74004,37830,36174,41232,22675,18557,31959,16780,15179,25830,6129,42045,21432,1259,749,8519,1040,564,71803,13,210,1,1,372,120,14147,47,478,20322,16032,4290,11197,15740,13645,5204,2052,997,76,48911,32120,52699,14955,6309,41,103,239,172,14375,2056
270,NAGALAND,Kohima,267988,138966,129022,197489,107038,90451,114825,68140,46685,99408,15417,153163,44684,2198,2072,65871,25496,4384,234955,998,1519,80,335,221,20712,50724,1928,7982,76100,31845,44255,21654,46756,57726,30518,19855,23439,1770,201718,45802,173701,68485,25557,245,1472,8428,2011,30993,19010
271,NAGALAND,Peren,95219,49714,45505,62204,34584,27620,61390,32249,29141,36555,24835,33829,39671,3739,2571,15409,4076,1850,86145,15,459,10,2493,171,605,13859,121,1414,24277,20204,4073,9248,24527,20732,8082,3938,2169,75,68771,24790,64393,21597,9156,73,2001,649,824,16250,1526
272,MANIPUR,Senapati,479148,247323,231825,264477,148012,116465,233622,124143,109479,185725,47897,245526,175127,30369,4978,42307,43833,1649,426819,140,2409,53,1243,3002,2430,22798,256,2170,39834,38008,1826,46757,81735,91395,62033,40438,24940,598,347896,191001,314439,111516,52008,1185,6761,827,1603,33051,1017
273,MANIPUR,Tamenglong,140651,72371,68280,85006,47403,37603,70675,37237,33438,55979,14696,69976,48849,1924,1710,18192,2995,589,134760,59,425,57,1144,622,1229,11541,125,1362,28101,23982,4119,11155,28461,26794,17867,11645,7102,270,103294,45317,90273,33290,16924,164,826,495,723,23804,352
274,MANIPUR,Churachandpur,274143,138820,135323,195935,104013,91922,122655,70594,52061,89779,32876,151488,64834,8282,5067,44472,12034,2886,254979,152,495,87,2333,1177,13371,29894,837,4496,57825,52972,4853,32860,67907,65475,38567,23284,14523,509,243125,57561,168608,67802,37096,637,12613,1807,6387,42769,6655
275,MANIPUR,Bishnupur,237399,118782,118617,156333,87313,69020,109937,62807,47130,76423,33514,127462,34358,15109,11567,48903,175102,18691,4264,56,76,16,38457,737,11393,34364,676,3447,56149,34977,21172,15941,36011,50004,31775,20077,20074,1440,175322,67610,135220,62907,38815,457,25026,2009,5782,43516,784
276,MANIPUR,Thoubal,422168,210845,211323,269304,152617,116687,195319,109377,85942,133428,61891,226849,77331,33106,21017,63865,267146,107323,4322,106,114,24,42347,786,15994,49507,880,5110,104263,65961,38302,32396,69738,87932,55803,37899,28550,3214,315532,118088,251975,107196,62060,937,57139,3141,11574,83390,873
277,MANIPUR,Imphal West,517992,255054,262938,392626,205985,186641,213387,128540,84847,166009,47378,304605,37107,12870,19918,143492,387497,24298,23377,589,1891,1264,77032,2044,61736,87078,4913,15066,136801,51055,85746,32811,66042,104229,77472,60821,81876,9564,432815,87248,278940,148146,89394,1512,62287,12386,41705,101720,7292
278,MANIPUR,Imphal East,456113,226094,230019,324664,173314,151350,194848,117562,77286,145343,49505,261265,36355,20250,21826,116417,274906,80199,27361,181,639,62,70825,1940,41213,78663,2739,9837,110941,64421,46520,38436,69144,99202,60422,47390,50647,4102,369343,90250,261530,123439,70005,1139,52575,7743,28471,86646,3994
279,MANIPUR,Ukhrul,183998,94718,89280,129829,70148,59681,87929,46533,41396,67724,20205,96069,56815,3852,2233,25029,7553,1115,174112,108,635,70,32,373,1659,14026,276,2437,41890,36084,5806,20670,29382,38350,31734,22729,15636,405,158906,42156,113715,43646,25165,1472,1275,1107,944,32455,2313
280,MANIPUR,Chandel,144182,74579,69603,90302,51053,39249,76238,42615,33623,53753,22485,67944,43255,8315,3040,21628,10810,3086,129049,136,400,59,354,288,1424,18764,184,1782,34160,30377,3783,17382,28163,30589,18971,12213,8105,240,115663,38191,86255,39324,18329,274,7705,908,3263,27448,1411
281,MIZORAM,Mamit,86364,44828,41536,60191,32977,27214,39339,24016,15323,36185,3154,47025,28669,2553,262,7855,2989,1782,69104,13,12328,25,19,104,4010,12158,90,1073,20855,16726,4129,9328,19711,19949,10756,3180,1771,22,64717,20091,55914,20082,10318,50,550,565,1619,13786,2921
282,MIZORAM,Kolasib,83955,42918,41037,65895,34147,31748,36672,22733,13939,29697,6975,47283,17992,5921,585,12174,4000,4426,75210,16,108,2,46,147,8787,14853,367,1986,22176,9669,12507,11367,18046,20399,9849,3473,2530,62,65726,14217,52147,20576,11167,65,1119,867,2488,11439,5233
283,MIZORAM,Aizawl,400309,199270,201039,340595,169547,171048,174636,104643,69993,151410,23226,225673,39266,11434,3360,120576,13249,5264,379134,105,1570,76,505,406,64710,79804,4019,21093,100911,20570,80341,29332,68214,100103,78752,37701,31310,2058,347470,38248,235892,108094,56092,231,4713,9581,16909,40704,38953
284,MIZORAM,Champhai,125745,63388,62357,100802,51440,49362,60342,34129,26213,53111,7231,65403,38336,5823,980,15203,1075,699,123446,9,151,45,194,126,9115,23948,186,2263,31112,18395,12717,14491,31359,30454,16259,4956,4087,78,101684,15449,78778,29690,17189,88,911,1237,3135,19196,6021
285,MIZORAM,Serchhip,64937,32851,32086,54476,27598,26878,32397,18261,14136,29838,2559,32540,21804,1284,926,8383,991,335,63444,6,60,9,35,57,5511,12315,131,987,15490,7472,8018,8771,14985,16237,9062,2915,2128,35,54133,5963,39568,15894,9404,71,482,702,1723,9272,3113
286,MIZORAM,Lunglei,161428,82891,78537,121122,64515,56607,78292,46230,32062,62013,16279,83136,45439,10662,813,21378,5231,1290,127124,74,27543,93,5,68,14037,26394,482,3725,38794,21479,17315,22181,33313,34774,19918,8503,5509,116,124314,32451,100250,39690,21424,64,1020,1982,3706,24286,7832
287,MIZORAM,Lawngtlai,117894,60599,57295,62861,36444,26417,45566,28517,17049,38082,7484,72328,29189,3153,613,12611,1668,522,63892,52,51549,122,2,87,5213,9283,162,1329,27266,21993,5273,19890,21114,16629,10538,3763,2515,125,74574,54874,80723,25303,11831,37,487,631,658,19088,3249
288,MIZORAM,Saiha,56574,28594,27980,42233,21861,20372,19461,12211,7250,14694,4767,37113,8908,957,313,9283,933,514,54977,11,102,4,2,31,4783,7400,168,1194,12827,7043,5784,8422,14151,12130,7269,3628,2204,69,47873,8787,37127,12784,6636,27,143,507,337,7767,2970
289,TRIPURA,West Tripura,1725739,879428,846311,1361354,722998,638356,698178,500406,197772,524198,173980,1027561,115175,156108,25163,401732,1512801,152791,53622,499,2128,362,430,3106,103228,314567,6394,36186,506637,289621,217016,248343,421485,451563,156277,88122,85405,13478,1464673,279053,940424,499719,284637,959,182610,11356,44499,365266,29156
